Type,Question,Choice1,Choice2,Choice3,Choice4,Answer,OptionalDefs
MCQ,"What is the process of proportioning cement, water, aggregates and additives prior to mixing concrete called?",Paving,Mixing,Batching,Curing,2
MCQ,"Wind directly generated and affected by local winds, a wind wave system called:",Wind wakes,Wind sea,Wind swell,Wind seiching,1
MCQ,"A wave generated in deep water, when reaching shoaling waters, changes not only in its height but also in its length but the period will ______.",increase,remain constant,decrease,none of the above,2
MCQ,"In the measures of congestion of highway capacity, what will happen as the density continues to increase?",Minimum rate flow is eventually reached,Increase speeds and reduced flow rate,Running speed and traffic flow is minimum,The point is reached at which speed declines noticeably,3
MCQ,"The provision of safety sight distance depends on the characteristics of the road environment such as I. Read geometry II. Road surface III. Road illumination at night IV. Road topography",I and II only,"I, II and III only","I, II, and IV only",All of the above,3
MCQ,Wearing way of the pavement surface caused by dislodging of aggregated particles and particles and binder. This is usually a result of insufficient asphalt binder in the mix or stripping of asphalt from particles of aggregate,Joint or crack spalling,Raveling,Bleeding,Flushing,1
MCQ,What is the bulk composition of concrete?,All of the choices,Aggregates,Portland cement,Water,0
MCQ,How do you test the relative consistency of concrete?,Aggregate test,All of the choices,Water-cement test,Slump test,3
MCQ,Most important process to prepare concrete.,Batching,Admixture,Cement ratio,Aggregate ratio,0
MCQ,Ways of avoiding traffic conflicts:,Time-sharing solutions,Space-sharing solutions,Grade separation solutions,All of the above,3
MCQ,"If the standard deviation of a set of observation is 0, you can conclude",that all observations are of the same value.,that there is no relationship between the observations.,that the average value is 0.,that a mistake in arithmetic has been made.,0
MCQ,to level a floor or layer of concrete with a straight edge using a back and forth motion while moving across the surface., Troweling,Screeding,Floating,Finishing,1
MCQ,is nothing more than a column driven into the soil to support a structure by transferring building loads to a deeper and stronger layer of soil or rock.,Piles,Caisson,Shoring,Pier,0
MCQ,"One of the provisions of salety sight distance depends on the characteristics of the vehicle which are as follows: I. Type of vehicles, car or truck II. Friction between the tire and road III. Eye height of the driver IV. Speed of vehicle",I only,II and III only,IV only,All of the above,3
MCQ,"inform and advise road users of directions, distances, routes, the location of services for road users and points of interest.",Advance direction sign,Traffic instruction signs,Cross road sign,Guide signs,3
MCQ,the difference between the actual travel time and a given segment of a transportation system and some ideal travel time for that segment.,Queue time,Travel time,Service time,Delay,3
MCQ,are written instructions detalling how the facility is to be constructed,Estimates,Bid documents,Specifications,Plans,2
MCQ,"Owing to retardation of the tidal wave in the ocean by Frictional forces the earth-revolves daily round its axis and as the tide tends to follow the direction of the moon, the highest tide for each location is not coincident with conjunction and opposition but occurs at some constant time after new and full moon. This interval which may amount to as much as two and a half days is known as;",Lunar tide,Diurnal tide,Semi-diurnal tide,Age of tides,3
MCQ,Cracks approximately at right angles to the pavement centerline. These maybe caused by shrinkage or differential thermal stress of the asphalt concrete or maybe reflective cracks,Alligator cracking,Block cracking,Longitudinal cracking,Transverse cracking,3
MCQ,These are circumstances or deviation from standard condition which could permit an occurrence of accident or incident.,Unsafe condition,Risk,Hazard,Unsafe act,2
MCQ,"Which of the following are the concept of safe design for construction? I. The design of the structure to be built. II. The subsystem to be included in the structure (electrical, mechanical, plumbing, etc.) III. The equipment involved in building the structure. IV. The on-site facilities such as man lifts, elevators, concrete batch plants and rock crushing/gravel processing or asphalt plants. V. The manpower of the structure.",All of the above,"III, IV & V","I, II, III & IV","I, III, IV & V",3
MCQ,"It occurs as concrete hardens, being greater in wet mixes. Curing helps to limit effects and therefore concrete in the actual structure should be thoroughly and continuously moistened for some considerable period after placing.",Moisture content,Shrinkage,Concrete,Compaction,1
MCQ,"The single initial application of bituminous material to an existing bituminous, Portland concrete, or block surface or base is called:",prime coat,tact coat,overcoat,seal coat,0
MCQ,"Which of the following are true statements? I. All symmetric histograms II. All symmetric bell-shaped curves are normal III. All normal curves are bell-shaped and symmetric.",I only,II only,III only,I and II,2
MCQ,"Of all the paths through the network, the critical path has the?.",maximum actual time,minimum expected time,minimum actual time,maximum expected time,3
MCQ,"When train passes on curves, which have no super-elevation, it will give thrust on the:",Inner rail,Inner side of inner rail,Inner side of outer rail,Outer rail,2
MCQ,Which is more accurate parameter of traffic capacity; volume or density? Why?,Volume is more accurate: Only volume is a function of cars in a given length of roadway,Density is more accurate: Only density is a function of cars in a given length of roadway,Volume is more accurate: Only volume has units of time,Density is more accurate: Only density has units of time,1
MCQ,"Which of the following satisfy the requirement for estimating expected activity times in a PERT network? I. Makes use of three estimates II. Puts the greatest weight on the most likely times estimate III. Is motivated by the beta distribution",III only,I only,II only,All of the above,3
MCQ,"Which of the following is the calculation of the probability that the critical path will be completed by the time T? I. Assumes that the activity times are the statistically independent II. Assumes that the total time of the critical path has approximately beta distribution III. Requires knowledge of the standard deviation for all activities in the network.",III only,All of the above,II only,I only,0
MCQ,"It is a construction operation that concrete should be protected so that moisture is not lost during the early stages of hardening, and it should be kept at a temperature that will promote hydration and also protect against injury from subsequent construction activities.",Curing,Scaling,Sprinkling,Ponding,0
MCQ,What is the worst condition which should be considered in relation to the design of coastal defense works?,Extreme wave height,Combination of unusually high sea level with severe wave action,Position in relation to still water level,Offshore wave climate,1
MCQ,It is the single most important environmental factor in the broad field of coastal engineering.,coastal erosion,sand,sea,wave,3
MCQ,"The sound creaks and groans that one hears inside the building are in fact materials response to external stimuli such as heart, wind and gravity loads. These stimuli fall into four categories. What are these major properties that exhibited by materials?","temperature, thermal, conductivity and ductility","mechanical, thermal, electrical and chemical","ionic bonding, metallic bonding covalent bonding and secondary bonding","atoms, ions, electron and molecules",1
MCQ,"In the standard practice of measuring vertical or zenith angles, the following practices are great importance: I. Be sure the instrument is level II. Sight with vertical crosshair III. Sight exactly on the target IV. Sight direct and reverse Which standard practices are true?",I only,I & III only,All of the above,"I, III, IV only",3
MCQ,"It is combination of the likelihood of an occurrence of a hazardous event with specified period in specified circumstances and the severity of injury or damage of health of the people, property, environment or any combination of these caused by the event.",Risk,Unsafe Condition,Hazard,Unsafe Act,0
MCQ,"Waves are formed by the frictional drag of wind across the water surface. This is a process of transferring energy from wind to water. Water particles are moved from their position by the wind, and then return to the original position by gravity, which is restoring force. These waves are called:",Gravity waves,Equivalent waves,Significant waves,Shallow waves,0
MCQ,"Compacting applies energy to soil to consolidate it by compressing air voids to increase the soil?s dry density. Which of these are the objective of proper compacting? I. Minimize settling II. Increase the soil?s load bearing characteristics III. Increase soil stability IV. Reduces water penetration V. Protects slopes that will drain water away","I, II, III, IV","I, II, IV, V",All of the above,"I, III, IV, V",0
MCQ,"It is the probability of a mechanism that will function satisfactorily. If the mechanism is to operate intermittently and briefly, it is also refers to performance on a given occasion. If the mechanism is to operate continuously, it refers its performance for a specific period of time.",Reliability,Infinite set,Standard deviation,mean,0
MCQ,The basic lane width appropriate for national roads is:,6.70 m,7.00 m,3.50 m,3.35 m,3
MCQ,"The safe capacity of piles driven by powered hammers is based on the following data: I. Average penetration per blow, last six blows II. Energy of hammer III. Weight of hammer IV. Weight of pile including appurtenances V. Coefficient of restitution depending on the weight of piles","I, II, and IV","I, II, and V","I, II, IV, and V",All of the above,3
MCQ,Signs used to guide drivers through a change in horizontal alignment of the road.,Chevron signs,Supplementary signs,Guide post signs,Delineators,0
MCQ,"Delineation of the road alignment needs to be considered as part of the design process to ensure that adequate guidance is provided to road users. Delineation is generally provided by the use of the following devices: I. Pavement Markings II. Signs III. Guide posts IV. Reflective delineators V. Lighting VI. Curb or other physical devices","I, II, II and IV only","II, III, IV and VI only","I, IV, V and VI only",All of the above,3
MCQ,"What are some important properties of queuing diagrams? I. The slope of D(t) is the departure rate; the slope of A(t) is the arrival rate. II. The departure cannot exceed the service rate or capacity of the server. It maybe less. III. Cumulative departures can never exceed cumulative arrivals. D(t) can never be above A(t) in the queuing diagram. IV. When a queue is present, the departure rate will equal the service rate. When no queue is present, the departure rate will equal the arrival rate. The queue first forms when the arrival rate first exceeds the service rate.","I, III, and IV","I, II, and III","I, II, and IV",All of the above,3
MCQ,What are the capacity requirement for all scaffoldings?,At least four times its own weight,At least six times its own weight,At most six times its own weight,At most four times its own weight,3
MCQ,"Operating a motor vehicle on a street or highway can be complex and demanding at times, but it can be boring at other times. These range of circumstances coupled with the range of driver capabilities presents a challenge to the highway designer. It is helpful to begin by considering the three essential elements such as navigation, guidance and control is referred to as:",Driving task,Ergonomics,Engineering psychology,Range Index,0
MCQ,"A method of protecting employees from cave-ins form material that could fall or roll from an excavation face or into an excavation or collapse of adjacent structures. This includes support systems, sloping and benching systems, shield systems and other systems that provide the necessary protection.",Fall arrest system,Level arrest system,Protective system,Personnel protective system,2
MCQ,The bucket volume contained within the bucket when the following outline of the bucket sides is referred to as:,Heap volume,Bucket load capacity,Water line capacity,Plate line capacity,3
MCQ,A formal or legally binding agreement between two parties is referred to as:,Deal,Plan,Meeting,Contract,3
MCQ,It is an informal group discussion that focuses on a particular safety issue. These can be used daily to promote department safety culture as well as to facilitate health and safety discussions on job sites is known as:,Office Meeting,Toolbox Meeting,On-site Meeting,Meeting de avance,1
MCQ,Sign that inform road users about the direction and distances of destinations on the route they are following or along other roads that intersect their route.,supplementary signs,guide signs,warning signs,Stack signs,1
MCQ,"It provides the detailed requirements for the materials, equipments, and workmanship to be incorporated into the project.",estimates,plans,specifications,bid documents,2
MCQ,It is a measure of a material?s ability to dissipate or deaden mechanical vibrations.,damping capacity,frequency,resonance,transmissibility,0
MCQ,"This drawing has elevation as its vertical axis, and horizontal distance as measured along the centerline of the facility (or other reference line), as its horizontal axis.",cross-section,elevation,profile,horizontal view,2
MCQ,"If you are preparing a report on PERT CPM network in a construction job, what time scheduling should you consider in the preparation of the PERT CPM network diagram?",pessimistic time,optimistic time,probable time,all of the above,3
MCQ,It occurs after the completion of construction and the resolution of the majority of punchlist and commissioning issues.,Bidding,Deal,Turnover of a project,Payment,2
MCQ,"Because concrete is unable to maintain a particular shape before it sets, it must be placed in a form or mold. In building construction, this is called:",Formworks,Molder,Scaffoldings,Tube,0
MCQ,"A method of protecting workers from cave-ins by excavating the sides of an excavation to form one or a series of horizontal level or steps, usually with vertical or near vertical surfaces between levels.",benching,shoring,shielding,fall arrest system,0
MCQ,"Any structure built into the sea but not parallel to the coastline and includes any stage, stair, landing place, landing stage, jetty, floating barge or pontoon, and any bridge or other works connected therewith. A berth structure projecting out from the shoreline.",Wharf,Pier,Port,Yard,1
MCQ,What is the usual practice reaction time suggested by AASHTO?,2.0 s,1.5 s,2.5 s,1.0 s,2
MCQ,The color of No Loading/Unloading Zone marking.,white,gold,black,red,3
MCQ,"It is a type of thermoplastic lane marking designed to aid and provide motorists with visual, audio and motion warnings on the road.",Rumble strips,Chevron markings,Painted median,Diagonal markings,0
MCQ,_____ to level a floor or layer of concrete with a straight edge using a back and forth motion while moving across the surface.,Troweling,Screeding,Floating,Finishing,1
MCQ,It is a measure of a material?s ability to withstand cyclic (repeated) stresses.,Toughness,Resilience,Elasticity,Fatigue resistance,3
MCQ,_____ is nothing more than a column driven into the soil to support a structure by transferring building loads to a deeper and stronger layer of soil or rock.,Piles,Caisson,Shoring,Pier,0
MCQ,"Is anything (unsafe act, unsafe condition, substance, material, process, chemical, etc.) that has the potential to cause harm, damage, or adverse health effect on people.",Hazard,Risk,Chemicals,Hazing,0
MCQ,It is the chance or probability that a person will be harmed or experience an adverse health effect if exposed to a hazard.,Hazard,Risk,Chemicals,Hazing,1
MCQ,"One of the provisions of safety sight distance depends on the characteristics of the vehicle which are as follows: I. Type of vehicles, car or truck II. Friction between the tire and road III. Eye height of the driver IV. Speed of vehicle",I only,II and III only,IV only,All of the above,3
MCQ,"The provision of safety sight distance depends on the characteristics of the road environment such as: I. Road geometry II. Road surface III. Road illumination at night IV. Road topography",I and II only,"I, II and III only","I, II, and IV only",All of the above,3
MCQ,"In horizontal angle layout, this is a procedure that involves turning the angle twice and making the line of sight each time at the point. If two lines result, an average is established to create the line. Typically, it is not used on every point, it is used on the critical points as needed.",Double Meridian,Double Centering,Double Parallel,Diversion,1
MCQ,"A project can be any series of activity and task that: I. Have a specific objective to be completed within certain specifications. II. Have definite start and end dates. III. Monitored project planning IV. Have following limits (if applicable) V. Consume resources (i.e. money, people, equipment)","I, II, and IV only",II only,III only,All of the above,3
MCQ,Which of the following will not cause a contract change?,a change in owner requirements,unforeseen conditions,Design error,Poor jobsite productivity,3
MCQ,"Which of these structural properties are key part of structural material selection process for harbor and coastal construction? I. Specific gravity II. Material strength III. Resistance to cyclical impact loading IV. Resistance to seismic forces V. Material flexibility VI. Structural size",All of the above,V only,II and IV only,I only,0
MCQ,"If the standard deviation of a set of observations is 0, you can conclude that:",There is no relationship between the observations.,The average value is 0.,All observations are the same,A mistake in arithmetic has been made.,2
MCQ,"It is considered to be the basic unit of travel behavior. It also involve movement from single origin to a single destination and are usually described in terms of their origins, destinations, purposes, time of occurrence, travel modes and routes.",density,volume,trip,traffic,2
MCQ,It is the timing of signals in relation to one another so that vehicles travelling at a determined speed can pass through the greens of successive signals.,time coordination,signal coordination,signal cooperation,timing,1
MCQ,It represents the components of vehicle?s weight which acts parallel to an inclined surface.,rolling resistance,grade resistance,normal resistance,friction,1
MCQ,It is the signs used to guide drivers through a change in horizontal alignment of the road.,Rumble signs,Chevron signs,Painted signs,Diagonal signs,1
MCQ,"Delineation of the road alignment needs to be considered as part of the design process to ensure that adequate guidance is provided to road users. Delineation is generally provided by the use of the following devices: I. Pavement Markings II. Signs III. Guide posts IV. Reflective delineators V. Lighting VI. Curb or other physical devices","I, II, II and IV only","II, III, IV and VI only","I, IV, V and VI only",All of the above,3
MCQ,It refers to the detailed rules to cover the processes and practices that shall be utilized in a specific project site conformity with the OSHS including the personnel responsible and the penalties for the violation thereof.,Construction Safety and Health Program,Occupational Health and Safety Program,Occupational Safety and Health Program,Workplace Safety and Procedures,0
MCQ,"This term refers to any material consisting of mixture of aggregates, such as sand, gravel, or crushed stone, fastened together by cement.",bitumen,asphalt,soil,concrete,3
MCQ,A measure of materials ability to resist indentation or penetration.,Ductility,Hardness,Toughness,Resilience,1
MCQ,An increase in soil density of a cohesive soil resulting from the expulsion of water from the soil void spaces.,Consolidation,Segregation,Compaction,Soil Stabilization,0
MCQ,Which of the following is the correct step by step process of finishing standard weight concrete slabs in chronological order?,Bleeding-Screeding-Leveling-Edging-Jointing-Floating-Troweling-Broom finishing,Bleeding-Broom finishing-Leveling-Edging-Jointing-Floating-Troweling -Screeding,Screeding-Broom finishing-Leveling-Edging-Jointing-Floating-Troweling- Bleeding,Edging -Broom finishing-Leveling-Jointing- Screeding -Floating-Troweling- Bleeding,0
MCQ,"Which of following are the elements to consider when planning National Roads. I. Limited frontage access II. Development set well back from the highway III. All access to premises provided via provincial roads IV. Number of intersections to be minimized V. Suitable at grade-channelized intersections for minor flows and other elements VI. No roadside vendors","I, II, and V only","II, II, and V only",All except VI, All of the above,3
MCQ,"Who is given the authority to review reports of inspection, accident investigations and implementation of the program?",DOLE,DPWH,BFP,Health and Safety Committee,3
MCQ,"The process of injecting any agent into soil or rock to increase its strength or stability, protect foundations or reduce ground water.",Bleeding,Screeding,Grouting,Pumping,2
MCQ,The bringing of a concrete surface to true grade with enough mortar to produce the desired finished after the concrete slab has been screeded is called:,Edging,Leveling,Bleeding,Floating,3
MCQ,"Immediately following or during edging, premolded inserts are placed in a concrete slab to control cracking in the concrete as a result of shrinkage is known as:",Troweling,Edging,Leveling,Jointing,3
MCQ,"Match the following test on aggregate and its properties. TEST  P. Crushing test  Q. Los Angeles abrasion test  R.Soundness test  S.Angularity test	PROPERTY  1.Hardness  2.Weathering  3.Shape  4.Strength","P-1, Q-4, R-3, S-2","P-2, Q-3, R-4, 5-1","P-3, Q-2, R-1, S-4","P-4, Q-1, R-2, S-3",3
MCQ,A vertical curve that occurs when a negative gradient is followed by a positive gradient.,Sag Curve,Crest Curve,Compound Curve,Transition Curve,0
MCQ,If the characteristic strength of concrete fck is defined as the strength below which not more than 50% of the test results are expected to fall the expression for fck in terms of mean strength fm and standard deviation S would be:,fm-0.1645S,fm-1.645S,fm-1.645S,fm+0.1645S,0
MCQ,"When path travelled along the road surface is more than the circumferential movement of the wheels due to rotation, then it results in?",Skidding,Slipping,Rolling,Overturing,0
MCQ,"When path travelled along the road surface is less than the circumferential movement of the wheels due to rotation, then it results in?",Skidding,Slipping,Rolling,Overturing,1
MCQ,In the design of a reinforced concrete beam the requirement for bond is not getting satisfied. The economical option to satisfy the requirement for bond is by,bundling of bars,providing smaller diameter bars more in number,providing larger diameter bars less in number,providing same diameter bars more in number,1
MCQ,"Two linear waves have the same amplitude and are otherwise identical, except one has half the wavelength of the other. Which transmits more energy? By what factor?",longer wavelength has twice the frequency and therefore two times the energy,shorter wavelength has twice the frequency and therefore four times the energy,longer wavelength has twice the frequency and therefore four times the energy,shorter wavelength has twice the frequency and therefore two times the energy,1
MCQ,"Which of the following is qualified and competent person in an organization, who is responsible for monitoring and controlling workplace risks and hazards. This individual works in close cooperation with government and other concerned regulating authorities to ensure a risk and hazard free workplace.",Nurse,AMO,OHSO,Project Engineer,2
MCQ,It is a type of hazard control considered to be the most effective. It involves physically removing the hazards,Engineering Controls,Substitution,Elimination,Administrative Controls,2
MCQ,"What shall be posted in prominent and strategic location in a language understandable to tall to warn workers and public of the hazards in the workplace?",Rules and Regulation,Safety Signage and Devices,Safety Manuals,Health and Safety Reports,1
MCQ,"An ""iceberg"" demonstrates the relationship between direct and indirect costs of accidents in which, on the average, the indirect costs exceed the direct costs. The following are examples of an indirect cost except:",Overhead costs,Cleanup time,Medical costs,Schedule delays,2
MCQ,"This refers to the type of use of a building for interior space such as an office, a restaurant, a private residence, or a school. Uses of such are grouped based on similar life-safety characteristics, fire hazards, and combustible contents.",Building code,Occupancy,Zoning,Structural standards,1
MCQ,"What is the maximum distance, as specified in the construction contract, that the contractor is expected to transport soil material without receiving additional payment?",Free haul distance,Transport threshold,Transport distance,Material Allowance,0
MCQ,Which of the following are the fundamental principles that should be observed in the application of upper retarders?,The retarder should be installed on the cold side of the insulation to maximize cooling.,The retarder should be as near as possible to the warm side of the insulation or warm face of assembly and the retarder should installed by a method suitable for the specific condensation hazard.,The retarder can be made from any available material without consideration for its moisture resistance.,"Installation of the retarder is optional, as it does not affect condensation issues significantly.",1

