Type,Question,Choice1,Choice2,Choice3,Choice4,Answer,OptionalDefs
FORMULA,Base Pressure(e < B/6),"P_{min} = \frac{R_y}{B} \left( 1 - \frac{6e}{B} \right)","P_{min} = Minimum base pressure; R_y = Total load; e = Eccentricity; B = Width of the base"
FORMULA,Base Pressure(e > B/6),"P_{max} = \frac{2 \cdot R_y}{3 \cdot \bar{x}}","P_{max} = Maximum base pressure; R_y = Resisting Force; \bar{x} = Distance from the edge of the base to the center of pressure"
FORMULA,Base Pressure(e > B/6),"P_{min} = 0","P_{min} = Minimum base pressure"
FORMULA,Volume Flow Rate,"Q = A \cdot v","A = Cross-sectional area; v = Velocity"
FORMULA,Mass Flow Rate,"Q_m = \rho \cdot Q = \rho \cdot A \cdot v","Q_m = Mass flow rate; \rho = Density; Q = Volume flow rate; A = Cross-sectional area; v = Velocity"
FORMULA,Weight Flow Rate,"Q_w = \gamma \cdot Q = \gamma \cdot A \cdot v","Q_w = Weight flow rate; \gamma = Unit weight; Q = Volume flow rate; A = Cross-sectional area; v = Velocity"
FORMULA,Continuity Equation,"A_1 \cdot v_1 = A_2 \cdot v_2","A_1 = Cross-sectional area at point 1; v_1 = Velocity at point 1; A_2 = Cross-sectional area at point 2; v_2 = Velocity at point 2"
FORMULA,Friction coefficient(laminar),"f = \frac{64}{Re}","f = Friction coefficient; Re = Reynolds number"
FORMULA,Velocity Head,"h_v = \frac{v^2}{2g}","h_v = Velocity head; v = Velocity; g = Acceleration due to gravity"
FORMULA,Pressure Head,"h_p = \frac{P}{\gamma}","h_p = Pressure head; P = Pressure; \gamma = Unit weight"
FORMULA,Elevation Head,"h_z = z","h_z = Elevation head; z = Elevation above a reference point"
FORMULA,Total Head/Energy Equation,"E = \frac{v^2}{2g} + \frac{P}{\gamma} + z","E = Total head; v = Velocity; g = Acceleration due to gravity; P = Pressure; \gamma = Unit weight; z = Elevation above a reference point"
FORMULA,Efficiency,"\eta = \frac{Output \, Power}{Input \, Power}","\eta = Efficiency; Output Power = Power delivered by the system; Input Power = Power supplied to the system"
FORMULA,Power,"P = Q \cdot \gamma \cdot E","P = Power; Q = Volume flow rate; \gamma = Unit weight; E = Total head"
FORMULA,Height of Vortex,"H = \frac{\omega^2 \cdot r^2}{2g}","H = Height of the vortex; \omega = Angular velocity; r = Radial distance from the center of the vortex; g = Acceleration due to gravity"
FORMULA,Centrifugal Force,"F_c = \frac{m \cdot v^2}{r}","F_c = Centrifugal force; m = Mass; v = Velocity; r = Radial distance from the center of rotation"
FORMULA,Inclined Jet Flow,"y = x \cdot \tan \theta - \frac{g \cdot x^2}{2 \cdot v^2 \cdot \cos^2 \theta}","y = Vertical distance from the point of projection; x = Horizontal distance from the point of projection; \theta = Angle of projection; g = Acceleration due to gravity; v = Initial velocity of the jet"
FORMULA,Head Loss(Pipes - Darcy-Weisbach),"h_f = \frac{0.0826 \cdot f \cdot L \cdot Q^2}{D^5}","h_f = Head loss; f = Friction factor; L = Length of the pipe; Q = Volume flow rate; D = Diameter of the pipe"
FORMULA,Head Loss(Pipes - Hazen-Williams),"h_f = \frac{10.67 \cdot L \cdot Q^{1.852}}{C^{1.852} \cdot D^{4.87}}","h_f = Head loss; L = Length of the pipe; Q = Volume flow rate; C = Hazen-Williams roughness coefficient; D = Diameter of the pipe"
FORMULA,Head Loss(Pipes - Manning's Equation),"h_f = \frac{10.29 \cdot n^2 \cdot L \cdot Q^2}{D^{16/3}}","h_f = Head loss; n = Manning's roughness coefficient; L = Length of the pipe; Q = Volume flow rate; D = Diameter of the pipe"
FORMULA,Flow Rate (Orifice),"Q = C_d \cdot A \cdot \sqrt{2gH}","Q = Flow rate; C_d = Discharge coefficient; A = Area of the orifice; g = Acceleration due to gravity; H = Height of the fluid above the center of the orifice"
FORMULA,Velocity (Orifice),"v = C_d \cdot \sqrt{2gH}","v = Velocity; C_d = Discharge coefficient; g = Acceleration due to gravity; H = Height of the fluid above the center of the orifice"
FORMULA,Slope of Energy Line,"S = \frac{h_f}{L}","S = Slope of energy line; h_f = Head loss; L = Length"
FORMULA,Hydraulic Radius,"R_h = \frac{A}{P}","R_h = Hydraulic radius; A = Cross-sectional area of flow; P = Wetted perimeter"
FORMULA,Flow Rate (Open Channel - Manning's Equation),"Q = \frac{A}{n}  R^{2/3} S^{1/2}","Q = Flow rate; n = Manning's roughness coefficient; A = Cross-sectional area of flow; R = Hydraulic radius; S = Slope of energy line"
FORMULA,Flow Rate (Open Channel - Chezy's Equation),"Q = A \cdot C \cdot R^{1/2} S^{1/2}","Q = Flow rate; A = Cross-sectional area of flow; C = Chezy's coefficient; R = Hydraulic radius; S = Slope of energy line"
FORMULA,Bouyancy Force,"F_b = \gamma \cdot V_{sub}","F_b = Buoyancy force; \gamma = Unit weight of the fluid; V_{sub} = Volume of the fluid displaced by the submerged object"
FORMULA,Pressure at any depth (Vertical),"P = \gamma \cdot d (1 \pm \frac{a_y}{g})","P = Pressure at depth; \gamma = Unit weight of the fluid; d = Depth below the surface; a_y = Vertical acceleration of the fluid; g = Acceleration due to gravity"
FORMULA,Slope of Water Surface,"\tan \theta = \frac{a_x}{g \pm a_y}","\theta = Angle of the water surface; a_x = Horizontal acceleration of the fluid; g = Acceleration due to gravity; a_y = Vertical acceleration of the fluid"
FORMULA,Weir Flow Rate(Rectangular),"Q = \frac{2}{3} \cdot C_d \sqrt{2g} \cdot L \cdot H^{3/2}","Q = Flow rate; C_d = Discharge coefficient; g = Acceleration due to gravity; L = Length of the weir; H = Height of the water above the weir crest"
FORMULA,Weir Flow Rate(Rectangular - Francis Formula),"Q = 1.84 \cdot L \cdot H^{3/2}","Q = Flow rate; L = Length of the weir; H = Height of the water above the weir crest"
FORMULA,Weir Flow Rate(Triangular),"Q = \frac{8}{15} \cdot C_d \sqrt{2g} \cdot \tan \theta \cdot H^{5/2}","Q = Flow rate; C_d = Discharge coefficient; g = Acceleration due to gravity; L = Length of the weir; H = Height of the water above the weir crest"
FORMULA,Weir Flow Rate(Triangular - Francis Formula),"Q = 1.4 \cdot H^{5/2}","Q = Flow rate; H = Height of the water above the weir crest"
FORMULA,Flow Equation,"\frac{Q^2}{g} = \frac{A^3}{B}","Q = Flow rate; g = Acceleration due to gravity; A = Cross-sectional area of flow; B = Top width of the flow"
FORMULA,Froude Number,"Fr = \frac{v}{\sqrt{gD}}","Fr = Froude number; v = Velocity; g = Acceleration due to gravity; D = Hydraulic depth (A/T, where A is the cross-sectional area and T is the top width of the flow)"
FORMULA,Critical Depth(Froude Number = 1),"D_c = \sqrt[3]{\frac{Q^2 \cdot B}{g \cdot A^3}}","D_c = Critical depth; Q = Flow rate; B = Top width of the flow; g = Acceleration due to gravity; A = Cross-sectional area of flow"
FORMULA,Ratio between Q_{trapezoidal} and Q_{rectangular},"\frac{Q_{trapezoidal}}{Q_{rectangular}} = 1.2714","Q_{trapezoidal} = Flow rate for trapezoidal channel; Q_{rectangular} = Flow rate for rectangular channel"
FORMULA,Hydrodynamic Force(Horizontal),"F = \rho \cdot A \cdot (v_2 - v_1)^2","F = Hydrodynamic force; \rho = Density of the fluid; A = Cross-sectional area of the flow; v_1 = Velocity at the inlet; v_2 = Velocity at the outlet"
FORMULA,Celerity(Rigid),"c = \sqrt{\frac{E_b}{\rho}}","c = Celerity; E_b = Bulk modulus of the fluid; \rho = Density of the fluid"
FORMULA,Celerity(Elastic),"c = \sqrt{\frac{E_b}{\rho \cdot (1 + \frac{E_b \cdot D}{E \cdot t})}}","c = Celerity; E_b = Bulk modulus of the fluid; \rho = Density of the fluid; D = Diameter of the pipe; E = Modulus of elasticity of the pipe material; t = Thickness of the pipe wall"
FORMULA,Pressure Wave Round Trip Time,"T = \frac{2L}{c}","T = Pressure wave round trip time; L = Length of the pipe; c = Celerity of the pressure wave"
FORMULA,Water Hammer Pressure(Rapid Closure),"P = \rho \cdot c \cdot v","P = Water hammer pressure; \rho = Density of the fluid; c = Celerity of the pressure wave; v = Velocity of the fluid"
FORMULA,Water Hammer Pressure(Gradual Closure),"P = \frac{2L \cdot \rho \cdot v}{T}","P = Water hammer pressure; L = Length of the pipe; \rho = Density of the fluid; v = Velocity of the fluid; T = Pressure wave round trip time"
FORMULA,Time of Discharge(Constant Head),"t = \frac{V}{Q}","t = Time of discharge; V = Volume of fluid to be discharged; Q = Flow rate"
FORMULA,Time of Discharge(Variable Head),"t = \frac{2A}{C_d \cdot L \cdot \sqrt{2g}} \left( \sqrt{H_0} - \sqrt{H_f} \right)","t = Time of discharge; A = Cross-sectional area of the tank; C_d = Discharge coefficient; L = Length of the orifice; g = Acceleration due to gravity; H_0 = Initial height of the fluid; H_f = Final height of the fluid"
FORMULA,Void Ratio,"e = \frac{V_v}{V_s}","e = Void ratio; V_v = Volume of voids; V_s = Volume of solids"
FORMULA,Porosity,"n = \frac{V_v}{V}","n = Porosity; V_v = Volume of voids; V = Total volume"
FORMULA,Porosity,"n = \frac{e}{1 + e}","n = Porosity; e = Void ratio"
FORMULA,Degree of Saturation,"S = \frac{V_w}{V_v}","S = Degree of saturation; V_w = Volume of water; V_v = Volume of voids"
FORMULA,Water Content,"w = \frac{m_w}{m_s}","w = Water content; m_w = Mass of water; m_s = Mass of solids"
FORMULA,Unit Weight of Soil,"\gamma = \frac{W}{V} = \frac{mg}{V}","γ = Unit weight of soil; W = Weight of soil; m = Mass of soil; g = Acceleration due to gravity; V = Volume of soil"
FORMULA,Air Content,"a = \frac{V_a}{V}","a = Air content; V_a = Volume of air; V = Total volume"
FORMULA,Air Content,"a = 1 - S","a = Air content; S = Degree of saturation"
FORMULA,Air Void Ratio,"a_v = \frac{V_a}{V_w}","a_v = Air void ratio; V_a = Volume of air; V_w = Volume of water"
FORMULA,Air Void Ratio,"a_v = n(1 - S)","a_v = Air void ratio; n = Porosity; S = Degree of saturation"
FORMULA,Dry Unit Weight of Soil,"\gamma_d = \frac{G_s \cdot \gamma_w}{1 + e}","γ_d = Dry unit weight of soil; G_s = Specific gravity of solids; γ_w = Unit weight of water; e = Void ratio"
FORMULA,Moist Unit Weight of Soil,"\gamma_m = \frac{G_s \cdot \gamma_w (1 + w)}{1 + e}","γ_m = Moist unit weight of soil; G_s = Specific gravity of solids; γ_w = Unit weight of water; w = Water content; e = Void ratio"
FORMULA,Saturated Unit Weight of Soil,"\gamma_{sat} = \frac{(G_s + e) \cdot \gamma_w}{1 + e}","γ_{sat} = Saturated unit weight of soil; G_s = Specific gravity of solids; e = Void ratio; γ_w = Unit weight of water"
FORMULA,Submerged Unit Weight of Soil,"\gamma' = \gamma_{sat} - \gamma_w = \frac{(G_s - 1) \cdot \gamma_w}{1 + e}","γ' = Submerged unit weight of soil; γ_{sat} = Saturated unit weight of soil; γ_w = Unit weight of water; G_s = Specific gravity of solids; e = Void ratio"
FORMULA,Zero Air Void Unit Weight of Soil,"\gamma_{zav} = \frac{G_s \cdot \gamma_w}{1 + w G_s}","γ_{zav} = Zero air void unit weight of soil; G_s = Specific gravity of solids; γ_w = Unit weight of water; w = Water content"
FORMULA,Relative Compaction,"\frac{\gamma_d (field)}{\gamma_d (max)}","Relative compaction; γ_d (field) = Dry unit weight of soil in the field; γ_d (max) = Maximum dry unit weight of soil from a compaction test"
FORMULA,Relative Density,"\frac{e_{max} - e}{e_{max} - e_{min}}","Relative density; e_{max} = Maximum void ratio; e = Void ratio; e_{min} = Minimum void ratio"
FORMULA,Relative Density,"\frac{\frac{1}{\gamma_{min}} + \frac{1}{\gamma}}{\frac{1}{\gamma_{min}} + \frac{1}{\gamma_{max}}}",""
FORMULA,Plasticity Index,"PI = LL - PL","PI = Plasticity index; LL = Liquid limit; PL = Plastic limit"
FORMULA,Liquidity Index,"LI = \frac{w - PL}{LL - PL}","LI = Liquidity index; w = Water content; PL = Plastic limit; LL = Liquid limit"
FORMULA,Discharge Velocity (Darcy's Law),"v = k \cdot i","v = Discharge velocity; k = Coefficient of permeability; i = Hydraulic gradient"
FORMULA,Flow Rate (Darcy's Law),"Q = k \cdot i \cdot A","Q = Flow rate; k = Coefficient of permeability; i = Hydraulic gradient; A = Cross-sectional area of flow"
FORMULA,Hydraulic Gradient,"i = \frac{h_1 - h_2}{L}","i = Hydraulic gradient; h_1 = Hydraulic head at point 1; h_2 = Hydraulic head at point 2; L = Distance between the two points"
FORMULA,Hydraulic Conductivity(Constant Head Test),"k = \frac{V \cdot L}{A \cdot h \cdot t}","k = Hydraulic conductivity; V = Volume of water collected; L = Length of the soil sample; A = Cross-sectional area of the soil sample; h = Hydraulic head; t = Time taken to collect the water"
FORMULA,Hydraulic Conductivity(Falling Head Test),"k = \frac{a \cdot L}{A \cdot t} \ln \left( \frac{h_1}{h_2} \right)","k = Hydraulic conductivity; a = Cross-sectional area of the standpipe; L = Length of the soil sample; A = Cross-sectional area of the soil sample; t = Time taken for the head to drop from h_1 to h_2; h_1 = Initial hydraulic head; h_2 = Final hydraulic head"
FORMULA,Hydraulic Conductivity(Unconfined Aquifer),"k = \frac{Q \ln \left(\frac{r_1}{r_2}\right)}{\pi (h_1^2 - h_2^2)}","k = Hydraulic conductivity; Q = Flow rate; r_1 = Inner radius; r_2 = Outer radius; h_1 = Hydraulic head at the inner radius; h_2 = Hydraulic head at the outer radius"
FORMULA,Hydraulic Conductivity(Confined Aquifer),"k = \frac{Q \ln \left(\frac{r_1}{r_2}\right)}{\pi \cdot t \cdot (h_1 - h_2)}","k = Hydraulic conductivity; Q = Flow rate; r_1 = Inner radius; r_2 = Outer radius; t = Thickness of the aquifer; h_1 = Hydraulic head at the inner radius; h_2 = Hydraulic head at the outer radius"
FORMULA,Seepage Velocity,"v_s = \frac{v}{n}","v_s = Seepage velocity; v = Discharge velocity; n = Porosity"
FORMULA,Equivalent Hydraulic Conductivity(Vertical),"k_{eq} = \frac{H}{\sum \frac{H_n}{k_n}}","k_{eq} = Equivalent hydraulic conductivity; H = Total thickness of the soil layers; H_n = Thickness of the nth soil layer; k_n = Hydraulic conductivity of the nth soil layer"
FORMULA,Equivalent Hydraulic Conductivity(Horizontal),"k_{eq} = \frac{\sum k_n H_n}{H}","k_{eq} = Equivalent hydraulic conductivity; k_n = Hydraulic conductivity of the nth soil layer; H_n = Thickness of the nth soil layer; H = Total thickness of the soil layers"
FORMULA,Flow Rate(Flow Net),"Q = k H \frac{N_f}{N_d}","Q = Flow rate; k = Hydraulic conductivity; H = Total head loss; N_f = Number of flow channels; N_d = Number of equipotential drops"
FORMULA,Capillary Rise,"h_c = \frac{c}{e \cdot D_{10}}","h_c = Capillary rise; c = Capillary constant; e = Void ratio; D_{10} = Effective grain size"
FORMULA,Total Vertical Stress,"\sigma_t = \sum \gamma_s \cdot H_s + \sum \gamma_w \cdot H_w","\sigma_t = Total vertical stress; γ_s = Unit weight of soil; H_s = Thickness of soil layer; γ_w = Unit weight of water; H_w = Thickness of water layer"
FORMULA,Pore Water Pressure,"\sigma_w = \sum \gamma_w \cdot H_w","\sigma_w = Pore water pressure; γ_w = Unit weight of water; H_w = Thickness of water layer"
FORMULA,Effective Stress,"\sigma_e = \sigma_t - \sigma_w","\sigma_e = Effective stress; σ_t = Total vertical stress; σ_w = Pore water pressure"
FORMULA,Settlement,"S = \frac{\delta e \cdot H}{1 + e_0}","S = Settlement; δe = Change in void ratio; e_0 = Initial void ratio; H = Thickness of the compressible soil layer"
FORMULA,Primary Consolidation Settlement,"S_c = \frac{C_c \cdot H}{1 + e_0} \cdot \log \left( \frac{\sigma_{e0} + \Delta \sigma_e}{\sigma_{e0}} \right)","S_c = Primary consolidation settlement; C_c = Compression index; H = Thickness of the compressible soil layer; e_0 = Initial void ratio; σ_{e0} = Initial effective stress; Δσ_e = Change in effective stress"
FORMULA,Compression Index,"C_C = \frac{e_1 - e_2}{\log \left( \frac{\sigma_{e2}}{\sigma_{e1}} \right)}","C_c = Compression index  = (0.009(LL - 10)); e_1 = Void ratio at effective stress σ_{e1}; e_2 = Void ratio at effective stress σ_{e2}; σ_{e1} = Effective stress corresponding to e_1; σ_{e2} = Effective stress corresponding to e_2"
FORMULA,Failure Envelope (Mohr-Coulomb Criterion),"\tau = c + \sigma \cdot \tan \phi","τ = Shear strength; c = Cohesion; σ = Normal stress; φ = Angle of internal friction"
FORMULA,Angle of Failure Plane,"\theta_f = 45^\circ + \frac{\phi}{2}","θ_f = Angle of failure plane; φ = Angle of internal friction"
FORMULA,Lateral Earth Pressure (Active \beta = 0),"k_a = \frac{1 - \sin \phi}{1 + \sin \phi}","k_a = Active earth pressure coefficient; φ = Angle of internal friction"
FORMULA,Lateral Earth Pressure (Passive \beta = 0),"k_p = \frac{1 + \sin \phi}{1 - \sin \phi}","k_p = Passive earth pressure coefficient; φ = Angle of internal friction"
FORMULA,Lateral Earth Pressure (At-Rest \beta = 0),"k_0 = 1 - \sin \phi","k_0 = At-rest earth pressure coefficient; φ = Angle of internal friction"
FORMULA,Lateral Force on Retaining Wall,"P = \frac{1}{2} k \cdot \gamma \cdot H^2","P = Lateral force; k = Earth pressure coefficient (k_a, k_p, or k_0); γ = Unit weight of the soil; H = Height of the retaining wall"
FORMULA,Pile End Bearing Capacity(Sand),"Q_{tip} = A_{tip} \cdot q_{tip} \cdot N_q","Q_{tip} = Pile end bearing capacity; A_{tip} = Cross-sectional area of the pile tip; q_{tip} = Unit end bearing resistance; N_q = Bearing capacity factor related to the angle of internal friction"
FORMULA,Pile Frictional Capacity(Sand),"Q_{fric} = A_{PD} \cdot P \cdot k \cdot \tan \alpha","Q_{fric} = Pile frictional capacity; A_{PD} = Area of pressure diagram; P = Effective overburden pressure; k = Coefficient of earth pressure; \tan \alpha = Coefficient of friction between soil and pile"
