Type,Question,Choice1,Choice2,Choice3,Choice4,Answer,OptionalDefs
FLASHCARD,"A drawer contain red socks and black socks. When two socks are dawn at random, the probability that both are red is 4.;(a) How small can the number of socks in the drawer be?;(b) How small is the number of Black socks if it is even?","a. 4 socks, b. 21 socks",""
FLASHCARD,"Two strangers who have a private recognition signal agree to meet on a certain Thursday at 12 noon in New York City, a town familiar to neither, to discuss an important business deal, but later they discover that they have not chosen a meeting place, and neither can reach the other because both have embarked on trips. If they try nevertheless to meet, where should they go?","Empire state building"
FLASHCARD,"Three prisoners, A, B, and C, with apparently equally good records have applied for parole. The parole board has decided to release two of the three, and the prisoners know this but not which two. A warder friend of prisoner A knows who are to be released. Prisoner A realizes that it would be unethical to ask the warder if he, A, is to be released, but thinks of asking for the name of one prisoner other than himself who is to be released. He thinks that before he asks, his chances of release are 2/3. He thinks that if the warder says B will be released, his own chances have now gone down to 1/2, because either A and B or B and C are to be released. And so A decides not to reduce his chances by asking. However, A is mistaken in his calculations.","Subjective, but should be $\leq$ 2/3"
FLASHCARD,"Coupons in cereal boxes are numbered 1 to 5, and a set of one of each is required for a prize. With one coupon per box, how many boxes on the average are required to make a complete set?","11.42 boxes"
FLASHCARD,"Eight eligible bachelors and seven beautiful models happen randomly to have purchased single seats in the same 15-seat row of a theater. On the average, how many pairs of adjacent seats are ticketed for marriageable couples?","7 7/15 pairs or about 7.47 pairs"
FLASHCARD,"A tennis tournament has 8 players. The number a player draws from a hat decides his first-round rung in the tournament ladder. Suppose that the best player always defeats the next best and that the latter always defeats all the rest. The loser of the finals gets the runner-up cup. What is the chance that the second-best player wins the runner-up cup?","4/7"
FLASHCARD,"(a) Suppose King Arthur holds a jousting tournament where the jousts are in pairs as in a tennis tournament. The 8 knights in the tournament are evenly matched, and they include the twin knights Balin and Balan. What is the chance that the twins meet in a match during the tournament?;(b) Replace 8 by 2^n in the above problem. Now what is the chance that they meet?","1/4"
FLASHCARD,"When 100 coins are tossed, what is the probability that exactly 50 are heads?","0.07959 or about 8%"
FLASHCARD,"Pepys wrote Newton to ask which of three events is more likely: that a person get;(a) at least 1 six when 6 dice are rolled,;(b) at least 2 sixes when 12 dice are rolled, or;(c) at least 3 sixes when 18 dice are rolled. What is the answer?","(a) 0.664, (b) 0.619, (c) 0.597"
FLASHCARD,"A, B, and C are to fight a three-cornered pistol duel. All know that A's chance of hitting his target is 0.3, C's is 0.5, and B never misses. They are to fire at their choice of target in succession in the order A, B, C, cyclically (but a hit man loses further turns and is no longer shot at) until only one man is left unhit. What should A's strategy be?","miss"
FLASHCARD,"Two urns contain red and black balls, all alike except for color. Urn A has 2 reds and 1 black, and Urn B has 101 reds and 100 blacks. An urn is chosen at random, and you win a prize if you correctly name the urn on the basis of the evidence of two balls drawn from it. After the first ball is drawn and its color reported, you can decide whether or not the ball shall be replaced before the second drawing. How do you order the second drawing, and how do you decide on the urn?","5/8 (without replacement);21.5/36 (with replacement)"
FLASHCARD,"In an election, two candidates, Albert and Benjamin, have in a ballot box a and b votes respectively, a > b, for example, 3 and 2. If ballots are randomly drawn and tallied, what is the chance that at least once after the first tally the candidates have the same number of tallies?","8/10"
FLASHCARD,"Players A and B match pennies N times. They keep a tally of their gains and losses. After the first toss, what is the chance that at no time during the game will they be even?","$$\frac{(N/n)}{2^N}$$"
FLASHCARD,"Marvin gets off work at random times between 3 and 5 P.M. His mother lives uptown, his girl friend downtown. He takes the first subway that comes in either direction and eats dinner with the one he is first delivered to. His mother complains that he never comes to see her, but he says she has a 50-50 chance. He has had dinner with her twice in the last 20 working days.","Subjective, but should be about 10%"
FLASHCARD,"If a chord is selected at random on a fixed circle, what is the probability that its length exceeds the radius of the circle?","2/3 (2 points chosen at circumference);0.866 (distance of the chord from the center);0.75 (midpoint of the chord is evenly distributed)"
FLASHCARD,"Duels in the town of Discretion are rarely fatal. There, each contestant comes at a random moment between 5 A.M. and 6 A.M. on the appointed day and leaves exactly 5 minutes later, honor served, unless his opponent arrives within the time interval and then they fight. What fraction of duels lead to violence?","23/144 or 1/6"
FLASHCARD,"(a) The king's minter boxes his coins 100 to a box. In each box he puts 1 false coin. The king suspects the minter and from each of 100 boxes draws a random coin and has it tested. What is the chance the minter's peculations go undetected?;(b) What if both 100's are replaced by n?","Subjective, but should be about 0.366"
FLASHCARD,"The king's minter boxes his coins n to a box. Each box contains m false coins. The king suspects the minter and randomly draws 1 coin from each of n boxes and has these tested. What is the chance that the sample of n coins contains exactly r false ones?","0.366 (100 to a box);$$(1-1/n)^n$$ (100 replaced by n)"
FLASHCARD,"Airborne spores produce tiny mold colonies on gelatin plates in a laboratory. The many plates average 3 colonies per plate. What fraction of plates has exactly 3 colonies? If the average is a large integer m, what fraction of plates has exactly m colonies?","$$frac{1}{\sqrt{2 \pi m}}, \frac{0.4}{\sqrt{m}}$$"
FLASHCARD,"A bread salesman sells on the average 20 cakes on a round of his route. What is the chance that he sells an even number of cakes? (We assume the sales follow the Poisson distribution.)","0.568"
FLASHCARD,"What is the least number of persons required if the probability exceeds 1/2 that two or more of them have the same birthday? (Year of birth need not match.)","23"
FLASHCARD,"You want to find someone whose birthday matches yours. What is the least number of strangers whose birthdays you need to ask about to have a 50-50 chance?","253"
FLASHCARD,"If r persons compare birthdays in the pairing problem, the probability is $P_R$ that at least 2 have the same birthday. What should n be in the personal birth mate problem to make your probability of success approximately $P_R$?","$$\frac{r(r-1)}{2}$$"
FLASHCARD,"Labor laws in Erewhon require factory owners to give every worker a holiday whenever one of them has a birthday and to hire without discrimination on grounds of birthdays. Except for these holidays they work a 365-day year. The owners want to maximize the expected total number of man-days worked per year in a factory. How many workers do factories have in Erewhon?","364"
FLASHCARD,"From where he stands, one step toward the cliff would send the drunken man over the edge. He takes random steps, either toward or away from the cliff. At any step his probability of taking a step away is 2/3, of a step toward the cliff 1/3. What is his chance of escaping the cliff?","107/243 (probability of disaster);1/2 (probability of escape)"
FLASHCARD,"Player M has $1, and Player N has $2. Each play gives one of the players $1 from the other. Player M is enough better than Player N that he wins 2/3 of the plays. They play until one is bankrupt. What is the chance that Player M wins?","1/3"
FLASHCARD,"At Las Vegas, a man with $20 needs $40, but he is too embarrassed to wire his wife for more money. He decides to invest in roulette (which he doesn't enjoy playing) and is considering two strategies: bet the $20 on evens all at once and quit if he wins or loses, or bet on evens one dollar at a time until he has won or lost $20. Compare the merits of the strategies.","18/38 > 7.23/57.7 bet all at once"
FLASHCARD,"How thick should a coin be to have a 1/3 chance of landing on edge?","0.354r"
FLASHCARD,"In a laboratory, each of a handful of thin 9-inch glass rods had one tip marked with a blue dot and the other with a red. When the laboratory assistant tripped and dropped them onto the concrete floor, many broke into three pieces. For these, what was the average length of the fragment with the blue dot?","3 inches"
FLASHCARD,"Shuffle an ordinary deck of 52 playing cards containing four aces. Then turn up cards from the top until the first ace appears. On the average, how many cards are required to produce the first ace?","10.6th card"
FLASHCARD,"(a) A railroad numbers its locomotives in order, 1, 2, ..., N. One day you see a locomotive and its number is 60. Guess how many locomotives the company has.;(b) You have looked at 5 locomotives and the largest number observed is 60. Again guess how many locomotives the company has","119 locomotives; 71 locomotives"
FLASHCARD,"(a) If a stick is broken in two at random, what is the average length of the smaller piece?;(b) (For calculus students.) What is the average ratio of the smaller length to the larger?","1/4L (average length of smaller piece);0.386 (Calculus, average ratio)"
FLASHCARD,"A bar is broken at random in two places. Find the average size of the smallest, of the middle-sized, and of the largest pieces.","2, 5, 11"
FLASHCARD,"A game consists of a sequence of plays; on each play either you or your opponent scores a point, you with probability p (less than 1/2), he with probability 1 - p. The number of plays is to be even—2 or 4 or 6 and so on. To win the game you must get more than half the points. You know p, say 0.45, and you get a prize if you win. You get to choose in advance the number of plays. How many do you choose?","10 plays"
FLASHCARD,"The following are two versions of the matching problem:;(a) From a shuffled deck, cards are laid out on a table one at a time, face up from left to right, and then another deck is laid out so that each of its cards is beneath a card of the first deck. What is the average number of matches of the card above and the card below in repetitions of this experiment?;(b) A typist types letters and envelopes to n different persons. The letters are randomly put into the envelopes. On the average, how many letters are put into their own envelopes?;Under the conditions of the previous matching problem, what is the probability of exactly r matches?","1 (average number of matches);0.368 (probability of exactly r matches)"
FLASHCARD,"The king, to test a candidate for the position of wise man, offers him a chance to marry the young lady in the court with the largest dowry. The amounts of the dowries are written on slips of paper and mixed. A slip is drawn at random and the wise man must decide whether that is the largest dowry or not. If he decides it is, he gets the lady and her dowry if he is correct; otherwise he gets nothing. If he decides against the amount written on the first slip, he must choose or refuse the next slip, and so on until he chooses one or else the slips are exhausted. In all, 100 attractive young ladies participate, each with a different dowry. How should the wise man make his decision?","Subjective"
FLASHCARD,"As a second task, the king wants the wise man to choose the largest number from among 100, by the same rules, but this time the numbers on the slips are randomly drawn from the numbers from 0 to 1 (random numbers, uniformly distributed). Now what should the wise man's strategy be?","Subjective"
FLASHCARD,"An unbiased instrument for measuring distances makes random errors whose distribution has standard deviation $\sigma$. You are allowed two measurements all told to estimate the lengths of two cylindrical rods, one clearly longer than the other. Can you do better than to take one measurement on each rod? (An unbiased instrument is one that on the average gives the true measure.)","Subjective"
FLASHCARD,"What is the probability that the quadratic equation $x^2 + 2bx + c = 0$ has real roots?","1"
FLASHCARD,"Starting from an origin O, a particle has a 50-50 chance of moving 1 step north or 1 step south, and also a 50-50 chance of moving 1 step east or 1 step west. After the step is taken, the move is repeated from the new position and so on indefinitely. What is the chance that the particle returns to the origin?","1"
FLASHCARD,"As in the two-dimensional walk, a particle starts at an origin O in three-space. Think of the origin as centered in a cube 2 units on a side. One move in this walk sends the particle with equal likelihood to one of the eight corners of the cube. Thus, at every move the particle has a 50-50 chance of moving one unit up or down, one unit east or west, and one unit north or south. If the walk continues forever, find the fraction of particles that return to the origin.","0.239"
FLASHCARD,"A table of infinite expanse has inscribed on it a set of parallel lines spaced 2a units apart. A needle of length 2l (smaller than 2a) is twirled and tossed on the table. What is the probability that when it comes to rest it crosses a line?","between 0 and $$\frac{\pi}{2}$$"
FLASHCARD,"(a) Suppose we toss a needle of length 2l (less than 1) on a grid with both horizontal and vertical rulings spaced one unit apart. What is the mean number of lines the needle crosses? (I have dropped the 2a for the spacing because we might as well think of the length of the needle as measured in units of spacing.);(b) let the needle be of arbitrary length, then what is the mean number of crosses?","$$\frac{4}{\pi} \quad : \quad \frac{4L}{\pi}$$ (Arbitrary length)"
FLASHCARD,"Two urns contain the same total numbers of balls, some blacks and some whites in each. From each urn are drawn n ($\geq$) balls with replacement. Find the number of drawings and the composition of the two urns so that the probability that all white balls are drawn from the first urn is equal to the probability that the drawing from the second is either all whites or all blacks.","n < 2000"
